CustomerID,Churn,tenure,Contract,PaymentMethod,MonthlyCharges,churn_proba,top_risk_reason,top_risk_reasons
9057-SIHCH,1,3,Month-to-month,Electronic check,96.6,0.9231039970838646,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Ancienneté courte (impact SHAP +0.54) • Sans sécurité en ligne (impact SHAP +0.27)
6023-YEBUP,1,3,Month-to-month,Electronic check,100.95,0.9231039970838646,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Ancienneté courte (impact SHAP +0.53) • avg monthly spend (impact SHAP +0.27)
6894-LFHLY,1,1,Month-to-month,Electronic check,75.75,0.9229833328828108,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
5380-AFSSK,1,5,Month-to-month,Mailed check,93.9,0.9229346698707213,Contrat mensuel (impact SHAP +0.85),Contrat mensuel (impact SHAP +0.85) • Ancienneté courte (impact SHAP +0.66) • avg monthly spend (impact SHAP +0.37)
7180-PISOG,1,1,Month-to-month,Electronic check,74.5,0.9221590556989824,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.83) • Sans sécurité en ligne (impact SHAP +0.28)
8372-JUXUI,1,1,Month-to-month,Electronic check,74.35,0.9221590556989824,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.83) • Sans sécurité en ligne (impact SHAP +0.28)
4988-IQIGL,1,1,Month-to-month,Electronic check,75.35,0.9220404687103375,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
9681-OXGVC,1,5,Month-to-month,Electronic check,100.5,0.9219104980644435,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Ancienneté courte (impact SHAP +0.49) • avg monthly spend (impact SHAP +0.27)
5834-ASPWA,1,1,Month-to-month,Electronic check,75.45,0.921416323302536,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
9787-XVQIU,1,1,Month-to-month,Electronic check,75.3,0.921416323302536,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
7493-TPUWZ,1,1,Month-to-month,Electronic check,79.15,0.9212613197462599,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.82) • Sans sécurité en ligne (impact SHAP +0.30)
5196-SGOAK,1,1,Month-to-month,Electronic check,75.7,0.9212145685792671,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.86) • Dépenses cumulées (impact SHAP +0.28)
3387-VATUS,1,5,Month-to-month,Bank transfer (automatic),94.85,0.9208448722865256,Contrat mensuel (impact SHAP +0.84),Contrat mensuel (impact SHAP +0.84) • Ancienneté courte (impact SHAP +0.66) • avg monthly spend (impact SHAP +0.32)
9488-HGMJH,1,1,Month-to-month,Electronic check,71.15,0.9203314878362331,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.88) • Sans sécurité en ligne (impact SHAP +0.26)
8644-XLFBW,1,1,Month-to-month,Electronic check,71.65,0.9203314878362331,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.88) • Sans sécurité en ligne (impact SHAP +0.26)
3878-AVSOQ,0,1,Month-to-month,Electronic check,71.25,0.9203314878362331,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.88) • Sans sécurité en ligne (impact SHAP +0.26)
7409-KIUTL,1,1,Month-to-month,Electronic check,71.0,0.9203314878362331,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.26)
3158-MOERK,1,2,Month-to-month,Electronic check,96.0,0.9202490791016262,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Ancienneté courte (impact SHAP +0.55) • Sans sécurité en ligne (impact SHAP +0.28)
8473-VUVJN,1,1,Month-to-month,Electronic check,73.65,0.9200938839757435,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.27)
3551-HUAZH,1,1,Month-to-month,Electronic check,74.4,0.9200938839757435,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.27)
0021-IKXGC,0,1,Month-to-month,Electronic check,72.1,0.9200938839757435,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.83) • Sans sécurité en ligne (impact SHAP +0.27)
0723-DRCLG,1,1,Month-to-month,Electronic check,74.45,0.9200938839757435,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.27)
4102-OQUPX,1,1,Month-to-month,Electronic check,74.4,0.9200938839757435,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.27)
6513-EECDB,1,1,Month-to-month,Electronic check,73.55,0.9200938839757435,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.83) • Sans sécurité en ligne (impact SHAP +0.27)
5240-IJOQT,1,1,Month-to-month,Electronic check,74.7,0.9200938839757435,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.27)
1833-VGRUM,1,1,Month-to-month,Electronic check,74.2,0.9200938839757435,Contrat mensuel (impact SHAP +0.96),Contrat mensuel (impact SHAP +0.96) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.27)
5550-VFRLC,1,1,Month-to-month,Electronic check,69.85,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
2506-TNFCO,1,1,Month-to-month,Electronic check,69.55,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
0679-IDSTG,1,1,Month-to-month,Electronic check,69.25,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.91) • Dépenses cumulées (impact SHAP +0.29)
1846-XWOQN,1,1,Month-to-month,Electronic check,70.15,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.26)
8000-REIQB,1,1,Month-to-month,Electronic check,69.95,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
8062-YBDOE,1,1,Month-to-month,Electronic check,69.65,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
7206-GZCDC,1,1,Month-to-month,Electronic check,69.25,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
2636-ALXXZ,1,1,Month-to-month,Electronic check,69.6,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
5539-TMZLF,1,1,Month-to-month,Electronic check,69.75,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
9605-WGJVW,0,1,Month-to-month,Electronic check,70.2,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.26)
8375-DKEBR,1,1,Month-to-month,Electronic check,69.6,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
4871-JTKJF,1,1,Month-to-month,Electronic check,69.65,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Dépenses cumulées (impact SHAP +0.29)
9603-OAIHC,0,1,Month-to-month,Electronic check,70.05,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.26)
1363-TXLSL,1,1,Month-to-month,Electronic check,70.3,0.9199600815025986,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.26)
6996-KNSML,1,1,Month-to-month,Electronic check,74.9,0.9196948519426028,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.86) • Sans sécurité en ligne (impact SHAP +0.27)
3422-LYEPQ,1,1,Month-to-month,Electronic check,71.0,0.9196948519426028,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.90) • Sans sécurité en ligne (impact SHAP +0.27)
8380-PEFPE,1,1,Month-to-month,Electronic check,71.65,0.9196948519426028,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.27)
1031-IIDEO,1,1,Month-to-month,Electronic check,70.85,0.9196948519426028,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.27)
1157-BQCUW,1,1,Month-to-month,Electronic check,74.95,0.9194555155440901,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
8816-VXNZD,1,1,Month-to-month,Electronic check,75.1,0.9194555155440901,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
4415-IJZTP,1,1,Month-to-month,Electronic check,74.5,0.9194555155440901,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
6358-LYNGM,1,1,Month-to-month,Electronic check,74.9,0.9194555155440901,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
1452-VOQCH,0,1,Month-to-month,Electronic check,75.1,0.9194555155440901,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.80) • Sans sécurité en ligne (impact SHAP +0.28)
3244-DCJWY,1,1,Month-to-month,Electronic check,70.25,0.919320737856989,Contrat mensuel (impact SHAP +0.95),Contrat mensuel (impact SHAP +0.95) • Ancienneté courte (impact SHAP +0.89) • Sans sécurité en ligne (impact SHAP +0.27)
